product_id,product,category
1636,"Молочный шоколад Россия – щедрая душа Дуэт с арахисом, 85 г",Кондитерские изделия
1645,"Корм Sheba Pleasure для кошек, с говядиной, в соусе, 85 г",Продукция для животных
1648,"Коктейль молочный Чудо Десерт, шоколадный трюфель, 3%, 200 мл",Молочная продукция
1652,"Вода АкваБалт артезианская, негазированная питьевая, 19 л",Безалкогольные напитки
1653,"Коктейль йогуртный Чудо Десерт, манговый сорбет, 4,5%, 235 мл",Молочная продукция
1654,"Универсальные полотенца Эконом smart сухие, тканевые, 35 шт.",Промышленные товары
1658,"Лаваш армянский Вкусно и просто тонкий, ролл, 200 г",Хлеб и хлебобулочные изделия
1659,"Печенье овсяное Хлебный Спас злаковое ассорти, 500 г",Мучные кондитерские изделия
1662,"Нектар Фруктовый сад яблоко-виноград, осветленный, 950 мл",Безалкогольные напитки
1674,"Балык Великолукский МК сырокопченый, свиной, в вакууме, 300 г",Мясная гастрономия
1676,"Молочный шоколад Россия – щедрая душа Дуэт с фундуком, 85 г",Кондитерские изделия
1683,"Шоколад Toblerone горький, с медово-миндальной нугой, 100 г",Кондитерские изделия
1687,"Крабовые палочки Бухта Изобилия имитация, замороженные, 200 г",Рыбная гастрономия
1689,"Батон Хлебный дом нарезной, ГОСТ, 200 г (половинка)",Хлеб и хлебобулочные изделия
1694,"Гель Meine Liebe Eco, для чистки унитазов, лимон, Германия, 750 мл",Бытовая химия
1695,"Песочная корзиночка Ягодное лукошко с вишней, 140 г",Хлеб и хлебобулочные изделия
1711,"Молочный шоколад Россия – щедрая душа Дуэт с миндалем, 85 г",Кондитерские изделия
1713,"Икра минтая Русское море деликатесная, Дальневосточная, 130 г",Рыбная гастрономия
1715,"Корм Whiskas для кошек, рагу с говядиной и ягненком, 85 г",Продукция для животных
1717,"Корм Whiskas для стерилизованных кошек, с говядиной 350 г",Продукция для животных
1723,"Колбаса варёная Стародворье докторская, стародворская, 500 г",Мясная гастрономия
1724,"Сырокопчёная колбаса Черкизово Богородская, в вакууме, 300 г",Мясная гастрономия
1732,"Бисквит Медвежонок Барни с молочной начинкой, 150 г",Мучные кондитерские изделия
1738,"Шоколадный батончик Kit Kat trio, с хрустящей вафлей, 87 г",Кондитерские изделия
1741,"Масло сладко-сливочное Брест-Литовск несолёное, 82,5%, 180 г",Молочная продукция
1747,"Печенье 7Days с молочной шоколадной глазурью, 100 г",Мучные кондитерские изделия
1754,"Молочный шоколад Россия – щедрая душа кофе с молоком, 90 г",Кондитерские изделия
1759,"Корм Nature’s Table для кошек, с говядиной в соусе, 85 г",Продукция для животных
1760,"Гель для стирки Ariel горный родник, для белого и цветного, 1,3 л",Бытовая химия
1770,"Котлеты Мираторг правильные, из рубленой говядины, 300 г",Замороженная продукция
1771,"Шоколад Ritter Sport молочный, с альпийским молоком, 100 г",Кондитерские изделия
1772,"Молоко сгущенное Простоквашино с сахаром, 8,5%, 400 г",Консервированные продукты
1774,"Печенье Milka сhoco сow, в молочном шоколаде, 200 г",Мучные кондитерские изделия
1776,"Пельмени Мираторг из свинины и говядины, домашние, 800 г",Замороженная продукция
1782,"Печенье Milka с кусочками молочного шоколада, 168 г",Мучные кондитерские изделия
1787,"Сельдь Русское море аппетитная, кусочки филе, в масле, 400 г",Рыбная гастрономия
1793,"Печенье кокосовое Самокат с мякотью маракуйи, 200 г",Мучные кондитерские изделия
1795,"Круггетсы Горячая штучка куриные, с сырным соусом, 250 г",Замороженная продукция
1801,"Окорок Великолукский МК Тамбовский, свиной, в вакууме, 300 г",Мясная гастрономия
1810,"Стиральный порошок Tide ручная стирка, Альпийская свежесть, 400 г",Бытовая химия
1823,"Вода Borjomi минеральная, в стекле, газированная, 500 мл",Безалкогольные напитки
1826,"Корм Cesar для собак, паучи из говядины с овощами, 100 г",Продукция для животных
1827,"Мясо мидий Санта Бремор Классик, в растительном масле, 150 г",Рыбная гастрономия
1832,"Корм Whiskas для кошек, рагу с кроликом и индейкой, 85 г",Продукция для животных
1836,Лепешки Краюшки Fazer ржано-пшеничные 240 г (4 шт),Хлеб и хлебобулочные изделия
1844,"Масло сладко-сливочное Брест-Литовск несолёное, 72,5%, 180 г",Молочная продукция
1848,"Конфеты Бабаевские оригинальные, с фундуком и какао, 200 г",Кондитерские изделия
1852,"Хлеб Пшеничное чудо на натуральной закваске, 450 г",Хлеб и хлебобулочные изделия
1857,"Масло подсолнечное Золотая семечка рафинированное дезодорированное, 1 л",Бакалея
1866,"Мороженое Коровка из Кореновки пломбир, стаканчик, 100 г",Замороженная продукция
1868,"Пирожное Choco Pie шоколадное, Lotte, Cacao, 336 г",Мучные кондитерские изделия
1879,"Корм Sheba Pleasure для кошек, с курицей, в соусе, 85 г",Продукция для животных
1886,"Пюре Gerber цветная капуста, первая ступень, с 4 месяцев, 80 г",Детское питание
1887,"Йогурт Чудо питьевой, с клубникой и земляникой, 2,4%, 270 г",Молочная продукция
1888,"Пирожное Choco Pie шоколадное Orion, 360 г, 12 шт.",Мучные кондитерские изделия
1891,"Молоко Весёлый молочник ультрапастеризованное, 2,5%, 1,45 л",Молочная продукция
1893,"Нектар Добрый яблоко, черноплодная рябина и малина, 1 л",Безалкогольные напитки
1897,"Бумажные носовые платки Zewa Deluxe 3 слоя, 10 упаковок, 100 шт",Уход и гигиена
1898,"Прокладки Naturella Ultra Normal, с крылышками, 4 капли, 10 шт.",Уход и гигиена
1906,"Сырок Чудо Десерт, глазированный, три шоколада, 24,4%, 40 г",Молочная продукция
1908,"Батон нарезной Коломенское в нарезке, ГОСТ, 400 г",Хлеб и хлебобулочные изделия
1909,"Нектар Фруктовый сад мультифруктовый, с мякотью, 1,93 л",Безалкогольные напитки
1918,"Зефир Сладкие истории с йогуртом и кусочками вишни, 250 г",Кондитерские изделия
1928,"Печенье Юбилейное с цельнозерновыми злаками, 171 г",Мучные кондитерские изделия
1929,"Корм Sheba Pleasure для кошек, с лососем, в соусе, 85 г",Продукция для животных
1930,"Полоска Александровская с вареной сгущенкой, 80 г",Хлеб и хлебобулочные изделия
1932,"Колбаса вареная Черкизово докторская, по-черкизовски, 500 г",Мясная гастрономия
1933,"Печенье шоколадное Самокат с грецким орехом, 175 г",Мучные кондитерские изделия
1945,Булочка сдобная Мастер Пироговъ Коломенское 100 г,Хлеб и хлебобулочные изделия
1948,"Пряники Коровка со вкусом вишнёвого йогурта, 300 г",Мучные кондитерские изделия
1949,"Готовый завтрак Nestle Cini Minis, из цельных злаков, с корицей, 250 г",Бакалея
1953,"Шпик свиной Великолукский МК по-домашнему, в вакууме, 300 г",Мясная гастрономия
1957,"Белый шоколад Россия – щедрая душа Дуэт с клубникой, 85 г",Кондитерские изделия
1958,"Кухонные полотенца Zewa с рисунком wisch & weg extra lang, 2 шт",Уход и гигиена
1966,"Фрикадельки Meatballs Самсон из говяжьего фарша, охлажденные, 7,5%, 300 г",Мясо
1970,"Йогурт Epica питьевой, с клубникой и маракуйей, 2,5%, 290 г",Молочная продукция
1971,"Корм Whiskas для кошек, паштет говядина с печенью, 85 г",Продукция для животных
1972,"Лакомство Dreamies для кошек, с говядиной и сыром, 60 г",Продукция для животных
1974,"Вафли Вереск со вкусом топленого молока, на сорбите, 105 г",Специальное питание
1976,"Мини-кексы Kovis со вкусом вареной сгущенки, 470 г",Мучные кондитерские изделия
1977,"Сдобная булочка Франтик с яблочной начинкой, 75 г",Хлеб и хлебобулочные изделия
1981,"Хлебные ломтики Maretti печеные, сырный микс, 70 г",Мучные кондитерские изделия
1983,"Йогурт Чудо питьевой, с клубникой и земляникой, 2,4%, 690 г",Молочная продукция
1987,"Мороженое Коровка из Кореновки пломбир, стаканчик, 80 г",Замороженная продукция
1988,"Лакомство Pedigree Denta Stix для маленьких собак, 45 г",Продукция для животных
1994,"Конфеты Грильяжные воздушная нуга и мягкий грильяж, 200 г",Кондитерские изделия
1997,"Шоколадный батончик Picnic Big, с арахисом и изюмом, 76 г",Кондитерские изделия
2000,"Нектар Фруктовый сад мультифруктовый, с мякотью, 950 мл",Безалкогольные напитки
2005,"Мороженое Коровка из Кореновки в брусничном джеме, 70 г",Замороженная продукция
2008,"Приправа Maggi для нежного филе куриной грудки, по-итальянски, 30,6 г",Бакалея
2012,"Батончик Россия – щедрая душа Good Mix, шоколадный, 33 г",Кондитерские изделия
2015,"Шоколад Alpen Gold молочный, белый миндаль и кокос, 90 г",Кондитерские изделия
2020,"Корм Whiskas для кошек, паштет курица с индейкой, 85 г",Продукция для животных
2024,"Колбаса Егорьевская Сервелат Имбирный, сырокопченая, 100 г",Мясная гастрономия
2025,"Корм Sheba Appetito для кошек, с кроликом в желе, 85 г",Продукция для животных
2030,"Корм Perfect Fit для взрослых кошек, с говядиной, 85 г",Продукция для животных
2031,"Колбаса полукопченая Мираторг краковская, в вакууме, 430 г",Мясная гастрономия
2036,"Напиток Я смесь овощей с пряностями, с мякотью, 970 мл",Безалкогольные напитки
2038,"Кекс Мастер Пироговъ Коломенское с изюмом, 400 г",Хлеб и хлебобулочные изделия
2042,"Паста творожная Савушкин с кокосом и миндалём, 3,5%, 120 г",Молочная продукция
2050,"Колбаса вареная Великолукский МК любительская, ГОСТ, 500 г",Мясная гастрономия
2054,"Влажные салфетки Salfeti антибактериальные, с клапаном, 72 шт.",Уход и гигиена
2059,"Корм Pedigree для собак, с говядиной и ягнёнком, 100 г",Продукция для животных
2065,"Вафли Вереск со вкусом какао-шоколада, на фруктозе, 105 г",Специальное питание
2073,"Шоколад Ritter Sport молочный, с цельным миндалем, 100 г",Кондитерские изделия
2080,"Пюре Агуша с яблоком, малиной и шиповником, с 6 месяцев, 90 г",Детское питание
2093,"Чикенбургер Мираторг со сливочно-грибным соусом, 150 г",Замороженная продукция
2094,"Туалетная бумага Zewa Deluxe с ароматом персика, 3 слоя, 4 шт.",Уход и гигиена
2102,"Пирожное шоколадное Choco Pie Orion, 120 г, 4 шт.",Мучные кондитерские изделия
2103,"Фрикадельки Meatballs Самсон из домашнего фарша, охлажденные, 10%, 300 г",Мясо
2106,"Колбаса сырокопченая Дымов Брауншвейгская полусухая, 300 г",Мясная гастрономия
2107,"Зубная паста Pepsodent cavity fighter, защита от кариеса, 75 г",Уход и гигиена
2110,"Хлеб Геркулес Fazer с отрубями, в нарезке, 250 г",Хлеб и хлебобулочные изделия
2113,"Корм Nature’s Table для кошек, с курицей в соусе, 85 г",Продукция для животных
2114,"Сок Фруктовый сад томатный, с мякотью, с солью, 950 мл",Безалкогольные напитки
2115,"Рулет бисквитный Kovis с вареной сгущенкой, 175 г",Мучные кондитерские изделия
2121,"Крабовое мясо Бухта Изобилия имитация, замороженное, 200 г",Рыбная гастрономия
2122,"Корм Gourmet для кошек, перл, с индейкой в соусе, 85 г",Продукция для животных
2127,"Слойка Мастер Пироговъ Коломенское с сыром, 70 г",Хлеб и хлебобулочные изделия
2134,"Икра сельди Русское море деликатесная, Классическая, 110 г",Рыбная гастрономия
2142,"Молоко Домик в деревне ультрапастеризованное, 2,5%, 950 г",Молочная продукция
2143,"Корм Gourmet для кошек, перл, с курицей в соусе, 85 г",Продукция для животных
2146,"Печенье Oreo с какао и шоколадной начинкой, 95 г",Мучные кондитерские изделия
2151,"Готовый завтрак Nestle Kosmostars, медовые звездочки и ракеты, 225 г",Бакалея
2153,"Нектар Фруктовый сад персик-яблоко, с мякотью, 950 мл",Безалкогольные напитки
2160,"Напиток Fanta (США) Fruit Punch, газированный, 355 мл",Безалкогольные напитки
2165,"Йогурт Греческий Teos питьевой, вишня-гранат, 1,8%, 300 г",Молочная продукция
2169,"Печенье Belvita утреннее, мульти-злаковое, 225 г",Мучные кондитерские изделия
2171,"Нектар Добрый яблоко, черноплодная рябина, вишня, 1 л",Безалкогольные напитки
2172,"Напиток Lipton холодный чай, со вкусом персика, 1,5 л",Безалкогольные напитки
2175,"Шоколад Alpen Gold молочный, c дроблёным фундуком, 90 г",Кондитерские изделия
2187,"Мороженое Коровка из Кореновки пломбир, полено, 400 г",Замороженная продукция
2194,"Прокладки Naturella Ultra Maxi, с крылышками, 5 капель, 8 шт.",Уход и гигиена
2198,"Вода Черноголовка негазированная, минеральная, 500 мл",Безалкогольные напитки
2201,"Вафли Коломенский сливочные, традиционные, 220 г",Мучные кондитерские изделия
2203,"Крекер Tuc Mini, со вкусом сметаны и лука, 100 г",Мучные кондитерские изделия
2212,"Йогурт Danone Активиа, питьевой, натуральный, 2,4%, 290 г",Молочная продукция
2218,"Печенье овсяное Самокат с помело и лаймом, 200 г",Мучные кондитерские изделия
2221,"Корм Sheba Appetito для кошек, с курицей в желе, 85 г",Продукция для животных
2231,"Мармелад Бон Пари Забавный медвежонок, фруктовый, 120 г",Кондитерские изделия
2245,"Корм Perfect Fit для домашних кошек, с курицей, 650 г",Продукция для животных
2248,"Десерт творожный Чудо с клубникой и земляникой, 4%, 100 г",Молочная продукция
2249,"Хлеб Деревенский на натуральной закваске, 450 г",Хлеб и хлебобулочные изделия
2257,"Колбаса полукопченая Новгородский бекон Криковская, 300 г",Мясная гастрономия
2259,"Тарталетки Baker House Original, песочные, 180 г",Мучные кондитерские изделия
2262,"Коктейль молочный Смешарики шоколадная фантазия, 2,5%, 210 г",Детское питание
2270,"Корм Pedigree для собак, с кроликом и индейкой, 100 г",Продукция для животных
2296,"Батон подмосковный Коломенское в нарезке, 380 г",Хлеб и хлебобулочные изделия
2306,"Шоколадное яйцо Kinder Surprise The Happos Family, 20 г",Кондитерские изделия
2308,"Булочки сдобные Коломенское с кардамоном, 200 г",Хлеб и хлебобулочные изделия
2311,"Сосиски Великолукский МК сливочные ГОСТ, в вакууме, 330 г",Мясная гастрономия
2327,"Корм Sheba Pleasure для кошек, с уткой, в соусе, 85 г",Продукция для животных
2332,"Коктейль молочный Смешарики ванильное мороженое, 2,5%, 210 г",Детское питание
2334,"Напиток Coca-Cola (США) Vanilla, газированный, 355 мл",Безалкогольные напитки
2346,"Шоколадный батончик Milky Way клубничный коктейль, 26 г",Кондитерские изделия
2361,"Напиток Любимый виноградный дуэт, осветленный, 950 мл",Безалкогольные напитки
2365,"Напиток Fanta (США) Strawberry, газированный, 355 мл",Безалкогольные напитки
2366,"Сок Агуша Яблоко-виноград, осветленный, с 6 месяцев, 200 мл",Детское питание
2368,"Корм Cesar для собак, паучи ягненок с овощами, 100 г",Продукция для животных
2372,"Нектар J7 Тонус, апельсин и банан, с мякотью, 1,45 л",Безалкогольные напитки
2375,"Бисквитные пирожные Алёнка вкус пломбира, 175 г",Мучные кондитерские изделия
2380,"Вода Святой Источник Спортик, негазированная, 330 мл",Безалкогольные напитки
2388,"Чай Принцесса Нури цейлонский отборный, черный, листовой, 100 пакетиков",Чай
2391,"Напиток Burn тропический микс, безалкогольный, 0,5 л",Безалкогольные напитки
2396,"Коктейль молочный Смешарики карамельная ириска, 2,5%, 210 г",Детское питание
2405,"Напиток Lipton холодный чай, со вкусом лимона, 1,5 л",Безалкогольные напитки
2410,"Корм Friskies для кошек, с говядиной в подливе, 85 г",Продукция для животных
2413,"Колбаса вареная Великолукский МК докторская, ГОСТ, 500 г",Мясная гастрономия
2422,"Нектар Фруктовый сад апельсиновый, с мякотью, 1,93 л",Безалкогольные напитки
2431,"Корм Friskies для собак, с говядиной в подливе, 85 г",Продукция для животных
2433,"Напиток Coca-Cola (США) Cherry, газированный, 355 мл",Безалкогольные напитки
2438,"Шницель из мраморной говядины Мираторг Black Angus, охлажденный, 430 г",Мясо
2439,"Молоко цельное Самокат пастеризованное, 3,4-4,0%, 1000 г",Молочная продукция
2467,"Колбаса сырокопченая Черкизово Сальчичон, премиум, 100 г",Мясная гастрономия
2469,"Вода Черноголовка негазированная, минеральная, 1,5 л",Безалкогольные напитки
2474,"Икра мойвы Санта Бремор деликатесная, с креветкой, 180 г",Рыбная гастрономия
2480,"Хлеб Геркулес Fazer зерновой, в нарезке, 250 г",Хлеб и хлебобулочные изделия
2487,"Молоко Простоквашино ультрапастеризованное, 2,5%, 950 мл",Молочная продукция
2489,"Нектар Фруктовый сад апельсиновый, с мякотью, 950 мл",Безалкогольные напитки
2495,"Йогурт Греческий Teos злаки с клетчаткой льна, 2%, 140 г",Молочная продукция
2499,"Шоколад Alpen Gold молочный, с фундуком и изюмом, 90 г",Кондитерские изделия
2504,"Хлеб Геркулес Fazer зерновой, в нарезке, 500 г",Хлеб и хлебобулочные изделия
2515,"Творог Савушкин Хуторок рассыпчатый, обезжиренный, 200 г",Молочная продукция
2521,"Пирожное Kinder maxi king, молочная карамель и фундук, 35 г",Детское питание
2530,"Рыбка красная Русское море рубленая, классическая, 130 г",Рыбная гастрономия
2537,"Средство для мытья посуды Fairy Чайное дерево и мята, 450 мл.",Бытовая химия
2538,"Продукт творожный Danone с грушей и бананом, 3,6%, 170 г",Молочная продукция
2556,"Корм Whiskas для котят, с индейкой и морковью, 350 г",Продукция для животных
2559,"Котлеты Мираторг правильные, из куриного филе, 300 г",Замороженная продукция
2560,"Шоколад Milka молочный, новый год, в форме елки, 100 г",Кондитерские изделия
2572,"Берлинер Ржевка-Хлеб с вареной сгущенкой, 70 г",Хлеб и хлебобулочные изделия
2576,"Вода Святой Источник негазированная питьевая, 500 мл",Безалкогольные напитки
2588,"Корм Perfect Fit для взрослых кошек, с курицей, 85 г",Продукция для животных
2589,"Напиток Lipton холодный чай, со вкусом персика, 1 л",Безалкогольные напитки
2590,"Корм Perfect Fit для котят, с курицей в соусе, 85 г",Продукция для животных
2597,"Соль Зимняя сказка пищевая, выварочная, экстра, мелкий помол, 1 кг",Бакалея
2601,"Конфеты Super Step с нугой, арахисом, карамелью, 65 г",Кондитерские изделия
2608,"Вода Святой Источник негазированная питьевая, 1,5 л",Безалкогольные напитки
2609,"Батончик Nestle Cini Minis, злаковый, с корицей, 25 г",Кондитерские изделия
2612,"Корм Chappi для собак, говядина по-домашнему, 100 г",Продукция для животных
2617,"Батон Хлебный дом московский, нарезной, 350 г",Хлеб и хлебобулочные изделия
2622,"Сырок Простоквашино глазированный, с ванилью, 20%, 40 г",Молочная продукция
2627,"Напиток Lipton холодный чай, со вкусом персика, 2 л",Безалкогольные напитки
2636,"Хлеб Геркулес Fazer молочный, в нарезке, 250г",Хлеб и хлебобулочные изделия
2641,"Йогурт Чудо питьевой, с ананасом и бананом, 2,4%, 270 г",Молочная продукция
2644,"Масло сливочное Burenka club традиционное, 82,5%, 180 г",Молочная продукция
2645,"Печенье Milka мини, с молочной начинкой, 187 г",Мучные кондитерские изделия
2647,"Пирожное Choco Pie Lotte, банан, 336 г, 12 шт.",Мучные кондитерские изделия
2653,"Мороженое Коровка из Кореновки пломбир, рожок, 70 г",Замороженная продукция
2656,"Напиток 7UP с лаймом и лимоном, газированный, 1,5 л",Безалкогольные напитки
2665,"Колбаса Егорьевская Брауншвейгская, сырокопченая, 100 г",Мясная гастрономия
2667,"Прокладки Libresse ежедневные, dailyfresh multistyle, 20 шт",Уход и гигиена
2669,"Йогурт Чудо питьевой, с малиной и ежевикой, 2,4%, 270 г",Молочная продукция
2672,"Майонез Московский провансаль классический, 67%, 700 мл",Молочная продукция
2675,"Коктейль молочный Агуша со вкусом лесных ягод 2,5%, 200 мл",Детское питание
2676,"Хлеб Гречишный на натуральной закваске, 450 г",Хлеб и хлебобулочные изделия
2680,"Напиток DrPepper (США) Cherry, газированный, 355 мл",Безалкогольные напитки
2687,"Корм Friskies для собак, с ягненком в подливе, 85 г",Продукция для животных
2696,"Нектар Любимый томатный, с мякотью, с солью, 950 мл",Безалкогольные напитки
2704,"Напиток Fanta (США) Pineapple, газированный, 355 мл",Безалкогольные напитки
2707,"Десерт творожный Чудо с малиной и ежевикой, 4,2%, 100 г",Молочная продукция
2708,"Майонез Московский провансаль классический, 67%, 420 мл",Молочная продукция
2711,"Напиток кисломолочный Имунеле с земляникой, 1,2%, 100 г",Молочная продукция
2716,"Средство для мытья посуды Fairy Ромашка и витамин Е, 450 мл",Бытовая химия
2721,"Яйца куриные Роскар отборная дюжина, СО, коричневые, 12 шт.",Яичные товары
2729,"Напиток Lipton холодный чай, со вкусом лимона, 1 л",Безалкогольные напитки
2734,"Десерт творожный Чудо с персиком и грушей, 4,2%, 100 г",Молочная продукция
2738,"Тампоны Tampax Discreet Compak Super Plus, 4 капли, 16 шт.",Уход и гигиена
2740,"Батончик KitKat шоколадный, с хрустящей вафлей, 40 г",Кондитерские изделия
2750,"Напиток Schweppes Citrus Mix, газированный, 330 мл",Безалкогольные напитки
2753,"Йогурт Греческий АйсКро с соленой карамелью, 3%, 125 г",Молочная продукция
2759,"Вода Святой Источник Спорт, негазированная, 750 мл",Безалкогольные напитки
2761,"Темный шоколад Россия – щедрая душа российский, 90 г",Кондитерские изделия
2774,"Фасоль стручковая Vитамин резаная, 30-40 мм, 400 г",Замороженная продукция
2776,"Майонез Московский провансаль классический, 67%, 220 г",Молочная продукция
2777,"Бекон сырокопченый Самсон Венгерский, в вакууме, 140 г",Мясная гастрономия
2781,"Печенье Belvita утреннее, мёд и фундук, 225 г",Мучные кондитерские изделия
2783,"Напиток Coca-Cola (США) Life, газированный, 355 мл",Безалкогольные напитки
2787,"Масло сливочное Вкуснотеево традиционное, 82,5%, 200 г",Молочная продукция
2790,"Напиток Lipton холодный чай, со вкусом лимона, 2 л",Безалкогольные напитки
2795,"Печенье Юбилейное молочное, с глазурью, 348 г",Мучные кондитерские изделия
2798,"Вареники Бабушка Аня с картофелем и грибами, 430 г",Замороженная продукция
2799,"Сосиски Великолукский МК с говядиной, в вакууме, 400 г",Мясная гастрономия
2806,"Ветчина Черкизово Швейцарская, премиум, нарезка, 130 г",Мясная гастрономия
2809,"Напиток Mirinda с апельсином, газированный, 330 мл",Безалкогольные напитки
2819,"Молоко Свитлогорье ультрапастеризованное, 3,2%, 930 мл",Молочная продукция
2825,"Молоко Пискарёвское пастеризованное, 2,5%, 900 мл, ТФА",Молочная продукция
2832,"Паста творожная Савушкин с маком и изюмом, 3,5%, 120 г",Молочная продукция
2839,"Кофе молотый Jardin Espresso di milano, темная обжарка, 250 г","Кофе, какао"
2840,"Вода Черноголовка газированная, минеральная, 1,5 л",Безалкогольные напитки
2845,"Молоко Свитлогорье ультрапастеризованное, 2,5%, 930 мл",Молочная продукция
2859,"Шоколад Milka молочный, с карамельной начинкой, 90 г",Кондитерские изделия
2864,"Корм Friskies для кошек, с курицей в подливе, 85 г",Продукция для животных
2870,"Йогурт Чудо питьевой, с вишней и черешней, 2,4%, 270 г",Молочная продукция
2879,"Шоколадные конфеты Комильфо фисташка, 10 штук, 116 г",Кондитерские изделия
2888,"Продукт овсяный Полезное утро со вкусом черники, 120 г",Молочная продукция
2889,"Колбаса вареная Великолукский МК молочная, ГОСТ, 500 г",Мясная гастрономия
2890,"Вода Ессентуки №4 минеральная, газированная, 1,5 л",Безалкогольные напитки
2914,"Шоколад Алёнка с варёной сгущенкой, в стиках, 100 г",Кондитерские изделия
2917,"Сочни Аладушкин с творожной начинкой, 120 г",Хлеб и хлебобулочные изделия
2919,"Молоко Веселый молочник пастеризованное, 2,5%, 930 мл",Молочная продукция
2922,"Сыр рикотта Bonfesto мягкий, двухслойный, вишня-шоколад, 30%, 125 г",Сыры
2924,"Салат Цезарь Elementaree готовить за 7 мин, 310 г, на 2 порции",Кулинария
2928,"Печенье Юбилейное с кусочками черники, 112 г",Мучные кондитерские изделия
2932,"Шоколадное яйцо Kinder Surprise супер семейка, 20 г",Кондитерские изделия
2935,"Вода Святой Источник газированная питьевая, 1,5 л",Безалкогольные напитки
2936,"Вода Святой Источник негазированная питьевая, 5 л",Безалкогольные напитки
2941,"Зубная паста Pepsodent action 1-2-3, тройная защита, 75 г",Уход и гигиена
2946,"Стиральный порошок Tide автомат, альпийская свежесть, 3 кг",Бытовая химия
2948,"Батон Хлебный дом нарезной, домашний, 230 г",Хлеб и хлебобулочные изделия
2951,"Грудинка Великолукский МК охотничья, в вакууме, 300 г",Мясная гастрономия
2952,"Паста Карбонара Мираторг с сыром и беконом, 350 г",Замороженная продукция
2965,"Кофе растворимый Nescafe Gold, сублимированный, пакет, 190 г","Кофе, какао"
2978,"Молочный шоколад Nesquik с молочной начинкой, 100 г",Кондитерские изделия
2979,"Сок Агуша Яблоко-груша, осветленный, с 4 месяцев, 200 мл",Детское питание
2982,"Овощи-гриль Vитамин с итальянскими травами, 400 г",Замороженная продукция
2984,"Сардельки Великолукский МК молочные, в вакууме, 500 г",Мясная гастрономия
2987,"Колбаса варёная Папа Может мясная, в полиамиде, 500 г",Мясная гастрономия
2988,"Сливки сгущенные Рогачев с сахаром, 19%, 360 г",Консервированные продукты
3000,"Коктейль молочный Смешарики клубничное лето, 2,5%, 210 г",Детское питание
3006,"Жевательный мармелад Бон Пари кислые червячки, 75 г",Кондитерские изделия
3014,"Салат Санта Бремор Чука, из морских водорослей, 150 г",Рыбная гастрономия
3015,"Картофель Vитамин по-деревенски, с травами, 400 г",Замороженная продукция
3020,"Хинкали Мираторг с говядиной, по-грузински, 800 г",Замороженная продукция
3022,"Йогурт Чудо питьевой, с персик-манго-дыня 2,4%, 270 г",Молочная продукция
3024,"Колбаса полукопченая Останкино салями, финская, 310 г",Мясная гастрономия
3032,"Напиток кисломолочный Имунеле с черникой, 1,2%, 100 г",Молочная продукция
3037,"Вода Святой Источник негазированная питьевая, 1 л",Безалкогольные напитки
3039,"Молоко Брест-Литовск ультрапастеризованное, 2,8%, 1 л",Молочная продукция
3047,"Овсяный напиток Nemoloko классическое лайт, 1,5%, 1 л",Молочная продукция
3052,"Корм Kitekat для кошек, с говядиной в соусе, 85 г",Продукция для животных
3064,"Молоко Брест-Литовск ультрапастеризованное, 3,6%, 1 л",Молочная продукция
3074,"Рулет бисквитный 7Days с кремом какао, 300 г",Мучные кондитерские изделия
3077,"Фасоль белая Bonduelle в томатном соусе, 400 г",Консервированные продукты
3084,"Хлеб Льняной на натуральной закваске, 450 г",Хлеб и хлебобулочные изделия
3085,"Сметана Простоквашино из топленых сливок, 15%, 260 г",Молочная продукция
3086,"Молоко Домик в деревне пастеризованное, 2,5%, 930 мл",Молочная продукция
3087,"Вода ФрутоНяня детская, негазированная питьевая, 330 мл",Детское питание
3089,"Продукт творожный Danone персик-абрикос, 3,6%, 170 г",Молочная продукция
3093,"Жевательная резинка Orbit White Bubblemint, 13,6 г",Кондитерские изделия
3102,"Пряник Тульский с фруктовой начинкой, 140 г",Мучные кондитерские изделия
3107,"Корм Kitekat для кошек, с кроликом в соусе, 85 г",Продукция для животных
3121,"Паштет Hame деликатесный, из мяса птиц, 105 г",Консервированные продукты
3139,"Напиток Coca-Cola газированный, в стекле, 0,33 л",Безалкогольные напитки
3154,"Печенье Любимое со сгущённым молоком, 347 г",Мучные кондитерские изделия
3159,"Напиток Burn лимонный лёд, безалкогольный, 0,5 л",Безалкогольные напитки
3165,"Бекон Дымов сырокопченый, венгерский, нарезка, 200 г",Мясная гастрономия
3166,"Готовый завтрак Nesquik подушечки, с шоколадной начинкой, 220 г",Бакалея
3175,"Йогурт Греческий Teos питьевой, черника, 1,8%, 300 г",Молочная продукция
3197,"Пирожное Choco Pie Lotte, шоколадное, 336 г",Мучные кондитерские изделия
3200,"Печенье Юбилейное с какао, в глазури, 116 г",Мучные кондитерские изделия
3224,"Напиток из Черноголовки Дюшес, газированный, 2 л",Безалкогольные напитки
3232,"Вареники Бабушка Аня с картофелем и луком, 430 г",Замороженная продукция
3233,"Сардельки Великолукский МК говяжьи, в вакууме, 600 г",Мясная гастрономия
3245,"Мини-круассаны 7Days с кремом ваниль, 300 г",Мучные кондитерские изделия
3261,"Кофе молотый Jardin Filligrano, молотый в растворимом, 75 г","Кофе, какао"
3263,"Сырная тарелка Особый вечер №2, чеддер, грана, ореховый сыр, 115 г",Сыры
